County,State,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Gini.Coefficient,Teen.births,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,target
"Blount County, Tennessee",Tennessee,14.5,85.5,20.6,7.3,75.45,"(25000.0, 30000.0]",30.65,15.9,27.3,0.55,10.3,15.3,92.4,2.85,0.30000000000000004,0.8,1.45,22.55,7.1,121249,0.429,43.3,0.209,0.319,0.10800000000000001,259.1,87.2,0.161,0.068,321.96,3.36,76.8,6.9,28.9,12.0,48.795540897606514
"Overton County, Tennessee",Tennessee,28.6,71.4,10.5,3.9,66.75,"(20000.0, 25000.0]",26.9,11.85,21.25,1.2,13.85,24.95,97.15,0.75,0.15,0.1,1.35,36.15,23.15,21449,0.425,43.8,0.281,0.314,0.118,126.3,,0.17400000000000002,0.08700000000000001,261.08,,91.8,,27.9,19.3,50.17693715680292
"White Pine County, Nevada",Nevada,16.2,83.8,13.4,3.8,76.2,"(30000.0, 40000.0]",25.1,26.3,18.7,1.2,18.45,10.25,76.75,2.3,5.05,1.1,2.05,15.45,11.6,9545,0.395,56.5,0.2,0.261,0.084,237.7,114.9,0.195,0.07100000000000001,270.05,,123.0,,78.8,14.7,53.43228200371058
"Montgomery County, Maryland",Maryland,9.0,91.0,56.7,29.8,81.35,"(40000.0, 100000.0]",55.8,14.35,19.8,0.1,5.9,4.05,51.3,16.25,0.15,13.5,2.75,7.0,6.25,958974,0.45299999999999996,19.9,0.079,0.184,0.07,232.0,416.8,0.127,0.051,193.82,2.69,30.8,6.0,56.3,5.65,-55.541513592946366
"Worcester County, Maryland",Maryland,11.6,88.4,26.1,8.8,77.5,"(25000.0, 30000.0]",33.0,19.75,26.75,0.95,11.45,8.1,80.65,14.25,0.2,0.95,1.2,20.15,6.9,50267,0.44299999999999995,32.7,0.183,0.322,0.122,423.2,166.5,0.14200000000000002,0.11599999999999999,509.14,,63.4,6.3,44.4,9.95,27.871416839388374
"Gila County, Arizona",Arizona,16.6,83.4,15.0,6.3,70.5,"(25000.0, 30000.0]",26.2,24.85,22.8,0.6000000000000001,15.4,10.1,66.45,0.30000000000000004,14.35,0.35000000000000003,1.25,33.35,11.3,52723,0.433,81.5,0.244,0.263,0.11199999999999999,271.0,59.6,0.196,0.094,409.39,10.01,114.9,9.6,27.0,19.1,32.36751098233479
"Cass County, North Dakota",North Dakota,6.0,94.0,36.4,10.3,74.9,"(25000.0, 30000.0]",35.65,15.35,26.6,0.7000000000000001,9.15,12.55,90.9,2.1,1.2,2.05,1.55,13.05,9.65,143790,0.46399999999999997,19.2,0.161,0.27,0.07,322.2,,0.11,0.033,269.19,,40.2,5.1,31.6,12.8,10.7185909881102
"Wilkin County, Minnesota",Minnesota,12.0,88.0,18.4,5.4,75.1,"(25000.0, 30000.0]",31.7,13.65,24.6,4.4,10.15,15.55,95.4,0.15,0.9,0.30000000000000004,1.0,6.75,8.35,6515,0.375,11.5,,0.302,0.08600000000000001,106.2,,0.096,0.040999999999999995,56.66,,,,48.9,8.0,37.69441903019212
"Brooks County, Texas",Texas,46.3,53.7,12.5,4.5,79.25,"(15000.0, 20000.0]",25.45,31.1,23.1,4.2,9.15,7.0,9.4,0.15,0.05,0.2,0.2,52.2,24.45,7349,0.512,130.4,,0.29,0.106,886.2,155.8,0.25,0.07100000000000001,361.79,,100.6,,41.9,34.55,-51.0015408320493
"Lamb County, Texas",Texas,28.1,71.9,13.8,3.7,74.6,"(20000.0, 25000.0]",23.8,18.3,23.5,8.3,8.65,17.4,44.25,4.3,0.4,0.1,0.75,34.5,12.85,13859,0.42,97.5,,0.298,0.098,409.4,80.4,0.299,0.077,350.87,,92.3,,57.7,17.7,58.13060179257363
"Morrow County, Oregon",Oregon,21.5,78.5,11.5,5.1,76.65,"(20000.0, 25000.0]",22.3,17.25,17.05,13.65,10.5,19.25,65.35,0.2,0.9,0.65,2.15,29.55,5.55,11283,0.40299999999999997,45.9,0.23399999999999999,0.258,0.09300000000000001,152.2,66.5,0.213,0.08199999999999999,217.28,,54.0,,44.9,16.05,42.46678365505139
"La Salle Parish, Louisiana",Louisiana,23.0,77.0,13.1,3.9,75.3,"(25000.0, 30000.0]",29.0,14.1,22.5,1.7000000000000002,18.8,13.9,84.25,12.3,0.95,0.2,0.75,19.25,14.5,14431,0.449,59.8,0.263,0.354,0.11699999999999999,300.3,309.4,0.204,0.046,298.63,,84.5,,44.5,14.5,79.62850182704021
"Ingham County, Michigan",Michigan,9.3,90.7,35.5,15.1,81.65,"(20000.0, 25000.0]",38.15,18.8,26.45,0.4,5.4,10.8,74.25,10.95,0.35000000000000003,4.7,3.05,24.2,9.65,279849,0.462,23.9,0.19399999999999998,0.305,0.08800000000000001,696.7,180.1,0.13,0.078,561.4,3.75,42.2,7.3,41.0,19.95,-27.65399541497475
"Oneida County, New York",New York,14.0,86.0,21.5,8.6,77.45,"(25000.0, 30000.0]",34.35,19.05,25.6,0.4,7.8,12.75,86.0,5.55,0.15,2.15,1.75,28.65,8.15,232953,0.43200000000000005,30.9,0.23199999999999998,0.275,0.092,321.0,371.3,0.11,0.08600000000000001,251.73,3.53,45.0,8.1,47.3,14.7,21.151461681529867
"Washington County, Minnesota",Minnesota,4.3,95.7,40.0,12.7,82.55,"(40000.0, 100000.0]",43.4,12.8,26.6,0.35000000000000003,6.95,9.85,86.65,3.2,0.35000000000000003,4.7,2.0,6.25,5.3,231843,0.40399999999999997,13.6,0.154,0.243,0.07,170.8,62.4,0.065,0.053,82.85,1.25,35.1,4.5,48.1,4.95,-1.860084148330678
"Madison Parish, Louisiana",Louisiana,27.2,72.8,10.9,3.5,74.2,"(20000.0, 25000.0]",26.45,20.5,26.9,2.95,9.95,13.25,36.1,60.45,0.15,0.2,1.1,51.9,31.3,11941,0.491,88.1,0.24600000000000002,0.402,0.127,1324.6,572.1,0.21,0.104,798.0,12.66,70.0,,74.9,30.4,-17.265426880811482
"Porter County, Indiana",Indiana,8.7,91.3,25.2,8.9,80.4,"(30000.0, 40000.0]",31.85,15.7,24.65,0.2,12.1,15.55,87.05,2.65,0.2,1.15,1.3,15.75,5.05,162208,0.409,22.4,0.214,0.293,0.099,222.3,80.3,0.136,0.077,165.33,2.14,54.0,6.4,44.8,9.25,6.782408617894674
"Beaufort County, South Carolina",South Carolina,9.4,90.6,37.4,14.1,66.85,"(25000.0, 30000.0]",31.8,21.85,26.6,0.4,11.9,7.35,66.8,19.6,0.15,1.05,1.5,16.6,6.1,155016,0.471,48.5,0.168,0.21600000000000003,0.08900000000000001,535.0,252.9,0.21600000000000003,0.079,553.86,4.83,58.3,6.8,60.5,10.5,14.303971416792642
"St. James Parish, Louisiana",Louisiana,17.8,82.2,12.4,3.5,79.25,"(25000.0, 30000.0]",22.9,20.35,20.55,0.35000000000000003,13.8,22.15,48.3,49.8,0.1,0.05,0.55,23.45,13.7,21579,0.426,38.8,0.203,0.36200000000000004,0.134,578.4,299.8,0.155,0.094,802.8,9.14,71.5,,71.6,13.4,-7.96028134050475
"Bolivar County, Mississippi",Mississippi,28.5,71.5,20.4,7.9,80.2,"(15000.0, 20000.0]",30.1,19.15,21.55,2.7,7.1,19.35,32.45,64.7,0.1,0.5,0.45,61.15,20.95,35705,0.527,78.0,0.21600000000000003,0.35600000000000004,0.14200000000000002,1237.7,439.2,0.19899999999999998,0.104,247.62,18.89,83.8,14.1,82.8,36.8,-32.413685605174955
"King and Queen County, Virginia",Virginia,24.2,75.8,9.9,2.6,60.0,"(25000.0, 30000.0]",23.35,13.05,21.95,1.5,19.8,20.3,65.3,30.8,1.15,0.1,0.85,34.9,15.4,6875,0.4,50.5,,0.33899999999999997,0.124,400.2,165.0,0.18600000000000003,0.068,163.05,,89.6,,74.2,14.8,16.818810511756567
"Marquette County, Wisconsin",Wisconsin,14.4,85.6,12.8,3.6,72.5,"(25000.0, 30000.0]",23.1,19.15,21.2,1.95,11.95,22.7,95.6,0.45,0.65,0.35000000000000003,0.7000000000000001,21.35,8.5,15144,0.389,32.1,0.242,0.295,0.09300000000000001,123.1,37.0,0.115,0.08700000000000001,73.95,,101.1,,28.2,11.0,24.369640343018048
"Lowndes County, Georgia",Georgia,17.1,82.9,22.3,8.3,73.15,"(20000.0, 25000.0]",29.2,18.65,29.75,0.6000000000000001,9.45,12.4,57.9,34.55,0.30000000000000004,1.3,2.0,26.25,14.15,105836,0.45899999999999996,48.7,0.24600000000000002,0.313,0.111,1242.3,437.0,0.243,0.08700000000000001,307.92,6.12,46.0,13.5,44.6,20.75,18.18379376850568
"Lubbock County, Texas",Texas,16.6,83.4,27.5,9.5,75.75,"(20000.0, 25000.0]",31.65,19.2,28.6,0.95,8.85,10.75,58.4,7.1,0.35000000000000003,1.7000000000000002,1.2,26.35,7.8,270908,0.48,55.4,0.196,0.28200000000000003,0.083,685.8,133.6,0.23399999999999999,0.055,782.82,6.23,63.3,6.1,39.4,18.95,38.354068937385264
"Mercer County, North Dakota",North Dakota,15.0,85.0,16.7,2.7,78.25,"(30000.0, 40000.0]",26.0,13.05,19.8,1.15,23.3,16.65,94.95,0.4,2.55,0.4,0.8,6.65,11.4,8189,0.409,13.5,0.151,0.298,0.08900000000000001,130.2,,0.095,0.051,101.23,,69.4,,39.5,6.5,67.90096406660822
"Codington County, South Dakota",South Dakota,11.5,88.5,22.7,4.7,76.25,"(20000.0, 25000.0]",31.75,14.35,26.85,2.45,8.7,15.95,94.85,0.4,2.6,0.30000000000000004,0.8,14.7,17.5,26678,0.45,43.5,0.18600000000000003,0.297,0.078,430.0,,0.13,0.038,248.76,,64.4,,33.3,13.2,39.334990144828176
"Franklin County, Idaho",Idaho,8.3,91.7,18.5,6.1,75.45,"(20000.0, 25000.0]",25.3,13.95,22.1,5.35,15.2,18.15,91.55,0.1,0.45,0.15,0.75,25.65,7.15,12529,0.39399999999999996,26.2,0.096,0.28200000000000003,0.091,54.5,,0.205,0.045,44.45,,57.6,,22.5,14.0,63.93889798145116
"Northampton County, North Carolina",North Carolina,30.9,69.1,12.0,4.5,75.65,"(20000.0, 25000.0]",23.85,24.25,22.75,1.4,9.45,18.25,39.4,57.85,0.25,0.1,1.1,42.9,16.9,21355,0.445,55.8,0.215,0.307,0.14200000000000002,621.2,382.1,0.173,0.11,274.39,9.68,82.1,14.9,38.1,22.6,-26.19608646655056
"Carver County, Minnesota",Minnesota,5.2,94.8,42.7,12.4,82.4,"(30000.0, 40000.0]",41.6,13.45,26.5,0.4,7.65,10.35,90.9,1.15,0.15,2.6,1.4,4.2,8.4,89625,0.4,10.4,0.14200000000000002,0.247,0.067,147.9,48.3,0.065,0.052000000000000005,58.09,,41.5,2.9,59.5,4.8,13.700047185220143
"Pike County, Georgia",Georgia,17.0,83.0,15.7,5.9,77.95,"(25000.0, 30000.0]",28.35,12.9,24.4,0.1,15.05,19.15,85.25,11.35,0.4,0.25,1.4,16.75,7.95,17440,0.38,37.7,,0.313,0.11699999999999999,191.5,38.6,0.204,0.091,59.74,,70.1,,37.0,10.5,69.55619596541787
"Wasatch County, Utah",Utah,9.0,91.0,31.1,11.2,74.2,"(25000.0, 30000.0]",35.05,16.05,25.85,0.30000000000000004,12.55,10.25,86.5,0.30000000000000004,0.30000000000000004,0.6000000000000001,1.2,11.1,1.95,21924,0.413,28.4,0.078,0.23199999999999998,0.062,139.2,28.3,0.208,0.069,57.8,,57.8,,35.7,6.95,25.181518151815197
"Franklin County, Washington",Washington,32.4,67.6,14.6,4.6,68.95,"(20000.0, 25000.0]",23.35,19.9,20.15,11.75,9.55,15.3,44.25,1.75,0.5,1.8,1.5,28.45,14.15,73960,0.429,75.1,0.11699999999999999,0.322,0.091,361.9,114.5,0.249,0.094,293.21,4.21,42.2,5.2,16.5,20.2,17.0958025650991
"Madison County, Nebraska",Nebraska,13.9,86.1,20.0,5.5,77.2,"(20000.0, 25000.0]",26.9,16.75,23.55,2.3,10.15,20.4,84.0,1.2,0.85,0.45,1.1,19.5,11.0,34801,0.42,42.1,0.17600000000000002,0.294,0.08,194.7,88.1,0.147,0.036000000000000004,125.91,,54.2,6.1,49.4,11.95,56.284035540269414
"Gulf County, Florida",Florida,22.3,77.7,13.6,5.8,70.4,"(25000.0, 30000.0]",29.35,23.55,22.05,1.45,14.95,8.75,73.95,18.65,0.45,0.2,2.8,41.2,7.0,15788,0.419,44.6,0.24,0.311,0.113,359.8,689.7,0.215,0.085,392.9,,84.4,,33.3,18.5,49.52603379585109
"Tattnall County, Georgia",Georgia,26.0,74.0,11.9,4.8,64.0,"(20000.0, 25000.0]",24.85,19.95,18.05,5.3,16.75,15.05,58.7,27.95,0.1,1.25,1.1,34.05,13.25,24415,0.44,87.7,0.315,0.315,0.105,358.1,229.8,0.268,0.10099999999999999,154.11,10.15,82.5,11.3,48.3,20.5,49.629306585259485
"Oconto County, Wisconsin",Wisconsin,12.8,87.2,13.2,3.5,75.25,"(25000.0, 30000.0]",27.35,14.45,21.05,2.9,11.95,22.35,96.3,0.30000000000000004,1.05,0.30000000000000004,0.8,17.2,10.3,37469,0.409,23.7,0.185,0.294,0.083,189.5,18.2,0.111,0.079,35.34,,70.5,,35.3,11.15,36.98554507127083
"Franklin County, Alabama",Alabama,30.4,69.6,11.8,4.2,68.9,"(20000.0, 25000.0]",21.4,14.05,21.7,1.8,13.5,27.55,80.3,3.8,0.45,0.2,1.15,25.85,13.6,31275,0.45399999999999996,65.9,0.245,0.34299999999999997,0.14200000000000002,279.1,50.4,0.21,0.08199999999999999,275.89,,92.4,10.4,24.3,18.95,60.803011292346284
"Cowlitz County, Washington",Washington,13.9,86.1,14.7,4.7,74.75,"(25000.0, 30000.0]",27.6,18.25,22.05,2.55,11.7,17.85,86.75,0.55,1.1,1.3,3.15,28.3,7.0,101142,0.42,46.7,0.23199999999999998,0.36700000000000005,0.115,377.6,107.6,0.162,0.109,280.36,3.15,79.6,6.0,41.2,16.35,13.683631966582404
"Daviess County, Missouri",Missouri,16.0,84.0,14.4,4.4,73.85,"(20000.0, 25000.0]",27.8,17.1,21.2,3.7,11.7,18.55,97.45,0.25,0.2,0.1,0.95,25.25,12.1,8247,0.433,38.6,0.18899999999999997,0.311,0.109,216.5,,0.218,0.07,100.81,,64.6,,28.2,14.35,55.1097858498238
"DeSoto County, Mississippi",Mississippi,12.6,87.4,21.1,6.2,77.35,"(30000.0, 40000.0]",31.65,14.9,27.05,0.25,10.75,15.45,72.0,20.6,0.15,1.15,1.45,15.0,7.1,155023,0.365,41.3,0.23399999999999999,0.32799999999999996,0.109,,170.8,0.173,0.068,183.43,4.04,62.3,6.8,35.2,9.6,34.77398394301957
"Broadwater County, Montana",Montana,10.2,89.8,15.2,2.8,84.25,"(20000.0, 25000.0]",30.25,18.75,15.65,8.0,12.05,15.3,95.55,0.30000000000000004,0.7000000000000001,0.1,2.05,17.3,6.15,5107,0.363,31.2,0.11,0.295,0.078,69.5,,0.231,0.08199999999999999,256.01,,102.2,,7.3,11.75,56.83430045132174
"Forest County, Wisconsin",Wisconsin,14.4,85.6,12.0,4.5,68.9,"(20000.0, 25000.0]",24.15,25.45,19.65,4.05,10.25,16.45,82.9,1.25,11.8,0.30000000000000004,2.15,28.5,9.85,9534,0.435,42.9,0.19399999999999998,0.30000000000000004,0.119,465.6,,0.156,0.095,66.74,,111.1,,39.0,18.45,26.71400044375416
"Mercer County, West Virginia",West Virginia,20.9,79.1,16.4,5.7,72.35,"(20000.0, 25000.0]",30.55,17.0,26.05,0.1,12.65,13.7,91.45,5.85,0.15,0.6000000000000001,1.25,38.8,11.85,61857,0.462,62.3,0.28300000000000003,0.33899999999999997,0.141,352.2,50.8,0.192,0.07400000000000001,340.2,9.49,119.7,6.9,38.9,23.25,55.294733627121616
"Harrison County, Missouri",Missouri,15.4,84.6,7.6,2.1,71.35,"(20000.0, 25000.0]",24.45,18.2,21.5,6.15,12.25,17.45,96.7,0.2,0.30000000000000004,0.4,0.8,21.45,14.15,8853,0.423,59.2,0.305,0.315,0.121,383.5,,0.18899999999999997,0.066,145.58,,76.0,,31.6,16.85,64.9375339489408
"Shelby County, Alabama",Alabama,8.5,91.5,39.6,12.2,80.9,"(30000.0, 40000.0]",42.5,11.6,29.35,0.05,9.1,7.45,82.05,10.15,0.2,1.7000000000000002,1.05,9.9,5.15,189040,0.434,24.4,0.18,0.29600000000000004,0.08900000000000001,215.2,77.7,0.121,0.05,158.07,3.37,64.6,6.9,57.0,6.9,50.317514716555124
"Yuba County, California",California,23.1,76.9,12.5,3.1,71.45,"(20000.0, 25000.0]",27.6,18.6,25.55,2.65,11.55,14.15,59.65,2.45,1.55,6.7,5.85,29.55,7.2,71530,0.418,54.4,0.172,0.305,0.077,338.9,70.5,0.18600000000000003,0.16899999999999998,396.28,5.15,83.2,6.1,32.0,18.7,24.119099629594466
"Morgan County, Illinois",Illinois,13.5,86.5,20.2,7.8,79.95,"(20000.0, 25000.0]",31.4,19.65,26.4,1.0,7.5,14.0,90.25,5.65,0.25,0.55,1.5,28.85,7.9,35423,0.43,33.8,0.20199999999999999,0.299,0.099,402.3,182.7,0.11199999999999999,0.085,260.85,3.98,72.7,,61.6,16.35,29.896624905867043
"Coos County, Oregon",Oregon,14.2,85.8,18.3,6.0,72.2,"(20000.0, 25000.0]",29.5,20.75,26.75,2.1,9.85,11.05,87.8,0.30000000000000004,2.25,0.95,3.65,28.3,8.3,63136,0.44799999999999995,38.7,0.261,0.289,0.096,280.3,61.5,0.179,0.107,218.42,2.7,91.6,4.5,36.3,16.45,24.333189755143977
"Hopkins County, Kentucky",Kentucky,22.2,77.8,13.2,5.7,73.85,"(25000.0, 30000.0]",27.35,17.05,22.15,0.85,13.45,19.15,90.05,6.1,0.1,0.5,1.85,31.35,10.5,46577,0.442,64.2,0.239,0.342,0.121,402.9,35.3,0.16399999999999998,0.073,138.02,3.66,78.9,8.7,35.9,18.0,53.915736689444955
"Calvert County, Maryland",Maryland,8.1,91.9,29.0,11.9,81.25,"(40000.0, 100000.0]",40.25,16.05,22.6,0.1,13.2,7.75,80.0,13.6,0.2,1.4,2.2,6.6,5.35,88396,0.369,20.5,0.198,0.28400000000000003,0.095,328.3,123.6,0.078,0.057,227.42,2.78,53.3,5.4,49.3,4.6,18.439406145701476
"Redwood County, Minnesota",Minnesota,13.4,86.6,16.4,3.7,72.7,"(25000.0, 30000.0]",33.25,17.7,20.2,1.8,10.35,16.75,89.55,0.4,4.2,2.4,1.45,24.0,11.6,15842,0.428,29.7,0.188,0.305,0.08700000000000001,100.2,,0.12,0.054000000000000006,163.76,,68.5,,36.3,10.85,42.9553264604811
"Mesa County, Colorado",Colorado,10.9,89.1,25.4,8.5,73.25,"(25000.0, 30000.0]",32.0,16.85,25.15,0.65,14.0,11.35,83.8,0.55,0.6000000000000001,0.65,1.8,19.95,7.65,142301,0.441,46.5,0.201,0.223,0.066,465.0,72.9,0.18100000000000002,0.092,292.46,3.09,80.9,5.3,42.4,12.3,36.28799615364069
"Montgomery County, Georgia",Georgia,18.7,81.3,15.5,5.5,77.7,"(20000.0, 25000.0]",29.3,16.95,17.0,6.6,14.55,15.6,68.05,25.8,0.05,0.5,0.55,38.35,20.25,9031,0.45399999999999996,45.9,,0.327,0.12300000000000001,540.5,92.6,0.239,0.10099999999999999,,,70.0,,31.9,19.2,51.15168539325842
"Charles Mix County, South Dakota",South Dakota,19.3,80.7,15.5,3.9,74.1,"(15000.0, 20000.0]",37.1,19.35,21.0,6.7,6.9,8.9,64.95,0.2,30.9,0.2,2.45,45.45,15.65,9064,0.446,71.8,0.17400000000000002,0.331,0.124,662.5,,0.182,0.05,153.22,,97.0,,43.5,24.85,42.14972327410428
"Nueces County, Texas",Texas,21.8,78.2,19.9,7.4,75.05,"(20000.0, 25000.0]",30.45,19.5,25.5,0.5,12.8,11.25,33.7,3.8,0.25,1.45,0.95,33.95,14.25,329963,0.472,62.8,0.26,0.294,0.1,737.6,166.5,0.244,0.062,681.8,6.04,59.7,6.2,43.2,19.4,1.5410069451124428
"Chariton County, Missouri",Missouri,15.3,84.7,14.2,5.0,78.1,"(25000.0, 30000.0]",30.55,12.75,22.45,3.3,12.5,18.45,95.7,2.4,0.15,0.30000000000000004,0.85,24.1,22.6,7804,0.39299999999999996,29.9,0.122,0.319,0.113,116.4,,0.165,0.063,313.74,,58.5,,42.5,14.75,51.99394245330642
"Curry County, New Mexico",New Mexico,18.5,81.5,18.2,6.9,69.4,"(20000.0, 25000.0]",26.75,20.0,23.9,4.4,13.95,11.0,50.65,6.8,0.8,2.05,1.85,27.95,14.0,46681,0.444,91.9,0.226,0.292,0.08800000000000001,561.9,84.5,0.217,0.048,545.09,7.63,65.4,5.5,35.4,19.85,42.02758499516823
"Richland County, Montana",Montana,15.1,84.9,16.6,3.9,69.25,"(20000.0, 25000.0]",27.35,14.5,20.95,2.05,15.75,19.45,93.45,0.05,1.5,0.2,1.7000000000000002,13.3,13.85,9437,0.43200000000000005,34.6,0.18600000000000003,0.309,0.069,325.8,,0.201,0.027000000000000003,128.44,,105.3,,51.9,14.85,66.7496886674969
"Nicollet County, Minnesota",Minnesota,7.9,92.1,33.6,10.9,80.65,"(25000.0, 30000.0]",36.15,16.75,24.6,1.0,6.05,15.4,92.25,1.7000000000000002,0.25,1.35,1.2,17.95,8.5,32210,0.387,14.8,0.066,0.289,0.07400000000000001,85.3,39.7,0.08199999999999999,0.047,109.15,,42.2,,39.6,12.25,3.070224405492901
"Roanoke County, Virginia",Virginia,10.3,89.7,32.6,11.3,79.0,"(30000.0, 40000.0]",40.65,11.3,28.15,0.1,7.1,12.7,89.05,5.05,0.15,2.5,1.25,11.05,4.45,91140,0.39799999999999996,21.7,0.17500000000000002,0.266,0.105,257.7,54.9,0.114,0.052000000000000005,145.51,2.52,51.1,5.6,50.0,5.2,28.056391951983095
"Jefferson County, Oregon",Oregon,17.4,82.6,15.9,5.5,67.4,"(20000.0, 25000.0]",23.75,18.55,22.6,3.05,11.35,20.75,61.85,0.45,14.95,0.35000000000000003,2.55,34.9,6.6,20908,0.42700000000000005,67.6,0.16699999999999998,0.307,0.08800000000000001,638.5,71.0,0.251,0.122,106.1,10.05,107.1,10.5,37.5,18.5,27.552400270453013
"Skagit County, Washington",Washington,12.3,87.7,23.2,8.7,72.55,"(25000.0, 30000.0]",29.5,17.35,24.35,3.45,10.55,14.75,78.05,0.55,1.55,1.85,2.2,18.6,6.15,116526,0.42,45.2,0.161,0.278,0.081,277.7,54.6,0.193,0.092,200.52,2.89,71.5,4.6,42.4,12.05,-3.184330032281018
"Salt Lake County, Utah",Utah,11.1,88.9,30.1,10.3,74.55,"(25000.0, 30000.0]",34.4,14.15,29.6,0.1,9.65,12.05,75.15,1.35,0.65,3.15,3.35,13.35,7.5,1014977,0.419,36.9,0.109,0.24600000000000002,0.068,346.6,219.9,0.172,0.055,355.73,3.13,61.8,5.3,42.1,9.8,-10.2200931514583
"Poquoson city, Virginia",Virginia,6.1,93.9,36.0,14.9,84.5,"(30000.0, 40000.0]",44.25,11.9,25.3,1.9,9.25,7.4,93.0,0.65,0.15,2.9,1.45,2.75,10.05,11962,0.401,11.1,,0.295,0.105,216.7,49.1,0.099,0.054000000000000006,121.06,,39.7,,66.9,4.8,49.05819510823728
"Cumberland County, Tennessee",Tennessee,20.0,80.0,15.6,5.2,70.95,"(20000.0, 25000.0]",27.2,18.35,24.15,0.7000000000000001,12.35,17.25,96.3,0.35000000000000003,0.25,0.4,0.8,22.75,10.7,54452,0.444,65.0,0.17400000000000002,0.28600000000000003,0.12,280.8,38.4,0.19699999999999998,0.09,403.22,7.69,92.1,,46.9,16.2,57.82949273709026
"Leslie County, Kentucky",Kentucky,43.2,56.8,8.1,4.6,77.2,"(25000.0, 30000.0]",22.35,19.95,19.3,0.55,18.45,19.5,98.5,0.15,0.05,0.1,0.75,6.5,20.9,11492,0.45,63.3,0.396,0.363,0.14800000000000002,71.2,,0.17,0.139,,,97.6,,65.5,24.05,80.47640249332144
"Nemaha County, Nebraska",Nebraska,10.4,89.6,23.0,6.5,80.65,"(25000.0, 30000.0]",35.35,19.9,20.45,1.5,10.15,12.65,95.75,0.75,0.30000000000000004,0.55,0.75,16.3,11.75,7114,0.425,20.5,0.17400000000000002,0.34500000000000003,0.08900000000000001,233.5,,0.126,0.054000000000000006,69.41,,77.3,,48.5,13.5,42.9324546952224
"Summers County, West Virginia",West Virginia,24.3,75.7,11.2,3.6,75.4,"(20000.0, 25000.0]",24.1,23.5,22.15,2.8,9.8,17.65,93.2,4.1,0.15,0.35000000000000003,1.0,23.0,20.35,13572,0.424,46.2,0.2,0.35700000000000004,0.139,57.7,106.0,0.20199999999999999,0.09,201.26,,117.0,,14.9,22.0,46.585516814524425
"Calaveras County, California",California,9.3,90.7,19.6,6.6,71.65,"(30000.0, 40000.0]",32.1,19.65,24.25,0.75,13.85,9.45,83.55,1.1,1.55,1.3,2.5,18.8,5.1,46063,0.412,23.2,0.191,0.258,0.091,153.2,42.8,0.155,0.13,213.5,3.44,89.1,,49.5,9.0,23.882869168084532
"Columbia County, Florida",Florida,18.0,82.0,14.9,5.4,68.6,"(20000.0, 25000.0]",28.25,18.15,24.9,0.35000000000000003,13.85,14.5,75.4,17.1,0.6000000000000001,0.85,1.7000000000000002,28.75,10.65,67464,0.43200000000000005,63.9,0.239,0.34900000000000003,0.129,474.2,392.1,0.21899999999999997,0.081,560.23,5.89,101.6,12.3,37.0,16.1,44.466127683300805
"Westchester County, New York",New York,12.6,87.4,44.5,22.1,83.8,"(40000.0, 100000.0]",45.6,16.9,23.65,0.1,7.6,6.1,59.1,13.3,0.1,5.45,1.8,12.75,7.25,949081,0.535,16.8,0.13,0.172,0.08199999999999999,313.9,474.3,0.122,0.07200000000000001,257.92,2.8200000000000003,32.0,4.9,67.9,8.05,-32.76751227193228
"Decatur County, Tennessee",Tennessee,28.1,71.9,10.4,3.6,72.45,"(20000.0, 25000.0]",24.45,15.05,25.05,1.25,9.5,24.6,92.35,2.75,0.35000000000000003,0.2,1.4,32.45,21.0,11614,0.5,52.0,0.17500000000000002,0.33299999999999996,0.132,350.8,95.6,0.184,0.096,166.2,,112.6,,22.1,23.05,58.6847279877649
"Santa Rosa County, Florida",Florida,11.6,88.4,24.7,8.1,78.05,"(25000.0, 30000.0]",31.45,18.9,26.65,0.45,12.85,9.7,85.35,5.0,0.75,1.9,2.9,19.75,7.35,149337,0.40299999999999997,33.4,0.237,0.28,0.104,233.6,145.9,0.184,0.077,157.81,2.56,67.0,6.5,54.4,10.8,53.4449629426297
"Gwinnett County, Georgia",Georgia,12.7,87.3,34.9,10.9,78.9,"(30000.0, 40000.0]",37.85,13.5,27.9,0.1,11.05,9.65,47.95,21.35,0.2,9.95,2.05,17.3,8.0,786116,0.408,33.0,0.136,0.253,0.07400000000000001,355.1,195.3,0.238,0.078,256.77,5.37,40.6,6.2,49.8,10.25,-5.741963566315057
